"page","path","role","source_spec","baseline_bytes","current_bytes","baseline_sha256","current_sha256","exists","bytes_match","sha256_match","status"
"preparation05","artifacts/01_imported/cache/IZTECH_light_chest_15b1150ce0c6.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",25485763,25485763,"9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800","9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/IZTECH_light_glasses_15b1150ce0c6.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",25227820,25227820,"e78582d1c1de6be748dbca679a5aae333131c0e08373569300a84058e7537ab5","e78582d1c1de6be748dbca679a5aae333131c0e08373569300a84058e7537ab5",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/IZTECH_sleepdiaries_15b1150ce0c6.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",6205,6205,"63d207d3440472c98ca121c3913e86e092d5f38386e6bd50b5452a9b05d9a06e","63d207d3440472c98ca121c3913e86e092d5f38386e6bd50b5452a9b05d9a06e",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/IZTECH_sleepdiaries_15b1150ce0c6.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",6205,6205,"63d207d3440472c98ca121c3913e86e092d5f38386e6bd50b5452a9b05d9a06e","63d207d3440472c98ca121c3913e86e092d5f38386e6bd50b5452a9b05d9a06e",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/IZTECH_wearlog_15b1150ce0c6.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",4554,4554,"d0e025af8e912d6157349849d64e3072bb781b08ffec7fb97c7d67ee6052c0d8","d0e025af8e912d6157349849d64e3072bb781b08ffec7fb97c7d67ee6052c0d8",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/KNUST_light_chest_ea49a38edfb1.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",18214427,18214427,"0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377","0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/KNUST_light_glasses_ea49a38edfb1.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",17344087,17344087,"405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9","405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/KNUST_sleepdiaries_ea49a38edfb1.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",4025,4025,"e60e14a538f8765aa60eeaadfdfdcc1f0edd6dca487d03c534f066bb1d04b197","e60e14a538f8765aa60eeaadfdfdcc1f0edd6dca487d03c534f066bb1d04b197",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/KNUST_sleepdiaries_ea49a38edfb1.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",4025,4025,"e60e14a538f8765aa60eeaadfdfdcc1f0edd6dca487d03c534f066bb1d04b197","e60e14a538f8765aa60eeaadfdfdcc1f0edd6dca487d03c534f066bb1d04b197",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/KNUST_wearlog_ea49a38edfb1.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",3495,3495,"75ad3dbb6e519fa8d526b833483b7cb480fc2d94b8ebc99f8f4b33ffd5f27f82","75ad3dbb6e519fa8d526b833483b7cb480fc2d94b8ebc99f8f4b33ffd5f27f82",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/MPI_light_glasses_cd0099b0eed7.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",37617638,37617638,"17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787","17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/MPI_sleepdiaries_cd0099b0eed7.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",7757,7757,"868b51fdfd4c8632ee3e12478dc1410a1d7901b9781a00dda71c1a6103abdb91","868b51fdfd4c8632ee3e12478dc1410a1d7901b9781a00dda71c1a6103abdb91",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/MPI_sleepdiaries_cd0099b0eed7.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",7757,7757,"868b51fdfd4c8632ee3e12478dc1410a1d7901b9781a00dda71c1a6103abdb91","868b51fdfd4c8632ee3e12478dc1410a1d7901b9781a00dda71c1a6103abdb91",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/MPI_wearlog_cd0099b0eed7.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",6142,6142,"21bb71c2cef2e70f32f72927c597eb808acb417bce4c91cba80ee30a50abdc5b","21bb71c2cef2e70f32f72927c597eb808acb417bce4c91cba80ee30a50abdc5b",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/RISE_light_chest_12ca7139b789.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",26619740,26619740,"070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72","070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/RISE_light_glasses_12ca7139b789.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",23275541,23275541,"ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b","ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/RISE_sleepdiaries_12ca7139b789.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",5145,5145,"a958d83f02bce5b44f4d30ecd058b046cae762f6b298921c3e9862992d94bf4b","a958d83f02bce5b44f4d30ecd058b046cae762f6b298921c3e9862992d94bf4b",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/RISE_sleepdiaries_12ca7139b789.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",5145,5145,"a958d83f02bce5b44f4d30ecd058b046cae762f6b298921c3e9862992d94bf4b","a958d83f02bce5b44f4d30ecd058b046cae762f6b298921c3e9862992d94bf4b",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/RISE_wearlog_12ca7139b789.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",3859,3859,"f17e772770b942d62f6922ef3b786f84131c237e37df1482fb53ab78c55d3586","f17e772770b942d62f6922ef3b786f84131c237e37df1482fb53ab78c55d3586",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/THUAS_light_chest_19bf83f353e1.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",23817165,23817165,"a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d","a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/THUAS_light_glasses_19bf83f353e1.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",19532673,19532673,"51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7","51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/THUAS_sleepdiaries_19bf83f353e1.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",6382,6382,"b143d5948aa5b43d99aa00eb8d7f17d37705413c07ba3cd4b90372d12d94c305","b143d5948aa5b43d99aa00eb8d7f17d37705413c07ba3cd4b90372d12d94c305",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/THUAS_sleepdiaries_19bf83f353e1.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",6382,6382,"b143d5948aa5b43d99aa00eb8d7f17d37705413c07ba3cd4b90372d12d94c305","b143d5948aa5b43d99aa00eb8d7f17d37705413c07ba3cd4b90372d12d94c305",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/THUAS_wearlog_19bf83f353e1.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",3434,3434,"7ed4931e81afc0cf24d1cb5d307f80aa48d96d665574879917e1aca557574d68","7ed4931e81afc0cf24d1cb5d307f80aa48d96d665574879917e1aca557574d68",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/TUM_light_chest_eeafeea65ee0.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",14119078,14119078,"6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091","6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/TUM_light_glasses_eeafeea65ee0.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",14685903,14685903,"7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0","7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/TUM_sleepdiaries_eeafeea65ee0.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",3117,3117,"2806ea1d87d407ef67732c01d0430b562c1bc8c5b7a5e5af4aeab5ca6ad65004","2806ea1d87d407ef67732c01d0430b562c1bc8c5b7a5e5af4aeab5ca6ad65004",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/TUM_sleepdiaries_eeafeea65ee0.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",3117,3117,"2806ea1d87d407ef67732c01d0430b562c1bc8c5b7a5e5af4aeab5ca6ad65004","2806ea1d87d407ef67732c01d0430b562c1bc8c5b7a5e5af4aeab5ca6ad65004",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/TUM_wearlog_eeafeea65ee0.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",3521,3521,"43c2b326af597b1efc2a6232dd477e2e3797cd6c84b9171587ff391747166158","43c2b326af597b1efc2a6232dd477e2e3797cd6c84b9171587ff391747166158",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/UCR_light_chest_ed90d9ac91b9.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",59543045,59543045,"52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05","52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/UCR_light_glasses_ed90d9ac91b9.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",8551810,8551810,"2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a","2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/UCR_sleepdiaries_ed90d9ac91b9.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",13513,13513,"7be2c52ae5dda7c7bd46dee30a13aef7fddc5c35fdd711b074dd9b1e59465ed9","7be2c52ae5dda7c7bd46dee30a13aef7fddc5c35fdd711b074dd9b1e59465ed9",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/UCR_sleepdiaries_ed90d9ac91b9.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",13513,13513,"7be2c52ae5dda7c7bd46dee30a13aef7fddc5c35fdd711b074dd9b1e59465ed9","7be2c52ae5dda7c7bd46dee30a13aef7fddc5c35fdd711b074dd9b1e59465ed9",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/cache/UCR_wearlog_ed90d9ac91b9.RData","accepted_preparation01_manifest_member","artifacts/12_manifests/pinned_downloads.csv",9618,9618,"1e27bd6f03f35d172b16dbed5ba296bd9a60d10e961b180ca52c9e87b62306c8","1e27bd6f03f35d172b16dbed5ba296bd9a60d10e961b180ca52c9e87b62306c8",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/BAUA_chronotype_a69ff3835c2d.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",1566,1566,"afa241971e2a0fcb2daa69c35522fc7aeef8028c57011835a90e67b2a694f327","afa241971e2a0fcb2daa69c35522fc7aeef8028c57011835a90e67b2a694f327",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/BAUA_demographics_a69ff3835c2d.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",992,992,"7f8a319cc040f41184e74dab2c2b178f64b74df0290c5771229bdb3338aa8073","7f8a319cc040f41184e74dab2c2b178f64b74df0290c5771229bdb3338aa8073",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/BAUA_exercisediary_a69ff3835c2d.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",4738,4738,"0e63b109c8075a807d9b7f0c19437015fc002fd15b5162572d905b609b79ad0b","0e63b109c8075a807d9b7f0c19437015fc002fd15b5162572d905b609b79ad0b",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/BAUA_leba_a69ff3835c2d.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",1614,1614,"fe0c5caa0e26b366562b9b6cf0728dab81e0e41d844268a46f5a4ebfc4b36d9c","fe0c5caa0e26b366562b9b6cf0728dab81e0e41d844268a46f5a4ebfc4b36d9c",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/BAUA_lightexposurediary_a69ff3835c2d.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",17582,17582,"bf2e22735b572796f949a016a12fcda1ad49f08a36d31199fe8f1df29c731e3f","bf2e22735b572796f949a016a12fcda1ad49f08a36d31199fe8f1df29c731e3f",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/BAUA_vlsq8_a69ff3835c2d.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",916,916,"1606d91f1d3c05db7f30f0517ede942458f4b7bd50f89d8aba95fd425ce3dfaf","1606d91f1d3c05db7f30f0517ede942458f4b7bd50f89d8aba95fd425ce3dfaf",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/FUSPCEU_chronotype_2badb6e3302e.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",1457,1457,"6faca80d7be148169205853350be9411a2130cb628788d5c1f09dd6a9083f3c2","6faca80d7be148169205853350be9411a2130cb628788d5c1f09dd6a9083f3c2",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/FUSPCEU_demographics_2badb6e3302e.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",841,841,"d7c05c1da442b113b43ba28267ef60159aaf844ce837d39428258ed7b57029e2","d7c05c1da442b113b43ba28267ef60159aaf844ce837d39428258ed7b57029e2",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/FUSPCEU_exercisediary_2badb6e3302e.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",3855,3855,"77d471795e6124d317ef612b96e55254869fa2e50e1e16d2c17b39a160472dbe","77d471795e6124d317ef612b96e55254869fa2e50e1e16d2c17b39a160472dbe",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/FUSPCEU_leba_2badb6e3302e.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",1628,1628,"956eb6c813667086e3b6146c00c672771c479573149aef551b0ae98c6e65c539","956eb6c813667086e3b6146c00c672771c479573149aef551b0ae98c6e65c539",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/FUSPCEU_lightexposurediary_2badb6e3302e.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",20028,20028,"2d2b2c4af616c954939546c5bcb2b5395df41e7bfd7885639c6eeb20aaa0b407","2d2b2c4af616c954939546c5bcb2b5395df41e7bfd7885639c6eeb20aaa0b407",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/FUSPCEU_vlsq8_2badb6e3302e.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",927,927,"aff64268e638fe515ff2214fe5127b71842a71d8023c6dc0757eb02431c6db23","aff64268e638fe515ff2214fe5127b71842a71d8023c6dc0757eb02431c6db23",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/IZTECH_chronotype_15b1150ce0c6.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",1318,1318,"b9f5c54720e23edb92f9073cc1f9ae4eadee6ae73d534bcd3bd088017092a977","b9f5c54720e23edb92f9073cc1f9ae4eadee6ae73d534bcd3bd088017092a977",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/IZTECH_demographics_15b1150ce0c6.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",765,765,"9fa6019b7ddf2d7401c9a6e73760e4f97e8d4dabc1e701dcb14987783ee8898e","9fa6019b7ddf2d7401c9a6e73760e4f97e8d4dabc1e701dcb14987783ee8898e",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/IZTECH_exercisediary_15b1150ce0c6.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",4231,4231,"f29f0f29e01001b125632274fa1c3251c0d71033bedd8ac539ac1fde0ef5d83f","f29f0f29e01001b125632274fa1c3251c0d71033bedd8ac539ac1fde0ef5d83f",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/IZTECH_leba_15b1150ce0c6.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",1503,1503,"ff2c1efe898b22b781dc5c73f0f76b87231c6ff269887c8e701bdc82bc9374e6","ff2c1efe898b22b781dc5c73f0f76b87231c6ff269887c8e701bdc82bc9374e6",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/IZTECH_lightexposurediary_15b1150ce0c6.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",18817,18817,"f005e3a13d664d9518e76fe6015b84696b3cf1a95791102766db2c6b604438d3","f005e3a13d664d9518e76fe6015b84696b3cf1a95791102766db2c6b604438d3",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/IZTECH_vlsq8_15b1150ce0c6.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",881,881,"a0cb34d683ec01f193d82b2bebb1a7b9bcbee47774c36e8d45996c31acbd8730","a0cb34d683ec01f193d82b2bebb1a7b9bcbee47774c36e8d45996c31acbd8730",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/KNUST_chronotype_ea49a38edfb1.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",1152,1152,"fcf35b9bc3b308fb331a6dc7a5818bee56ff9a4cd7f6f73a987b5bcb88305a0c","fcf35b9bc3b308fb331a6dc7a5818bee56ff9a4cd7f6f73a987b5bcb88305a0c",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/KNUST_demographics_ea49a38edfb1.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",855,855,"f6c06abb63b3eacc962f9cb5979ad1119cf7608c31ede3de701a83aeec493956","f6c06abb63b3eacc962f9cb5979ad1119cf7608c31ede3de701a83aeec493956",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/KNUST_exercisediary_ea49a38edfb1.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",3514,3514,"1d8762d51976c12771f5ed7b1695746684a039731e425b04374ab8c30aa95d3e","1d8762d51976c12771f5ed7b1695746684a039731e425b04374ab8c30aa95d3e",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/KNUST_leba_ea49a38edfb1.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",1473,1473,"95621e2792db4cbac6e6b4d024a07d6fe2075b153974f9911487d0efb4c0e7b5","95621e2792db4cbac6e6b4d024a07d6fe2075b153974f9911487d0efb4c0e7b5",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/KNUST_lightexposurediary_ea49a38edfb1.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",18360,18360,"c4b0bb6f0c7966c691d4c0c38f3ae436ea08d47194e255eb32230def2306702f","c4b0bb6f0c7966c691d4c0c38f3ae436ea08d47194e255eb32230def2306702f",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/KNUST_vlsq8_ea49a38edfb1.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",845,845,"834d54101b7037fb8868bd1c3ab833d62fb2503087ea25a1121dcba692805249","834d54101b7037fb8868bd1c3ab833d62fb2503087ea25a1121dcba692805249",TRUE,TRUE,TRUE,"UNCHANGED"
"preparation05","artifacts/01_imported/model_inputs/cache/MPI_chronotype_cd0099b0eed7.RData","accepted_preparation_manifest_member","artifacts/12_manifests/model_input_acquisition.csv",1594,1594,"2e3910c107a1f122396f1ecb8096c23e9b46ba353d466b6104f44e2b5ef4c696","2e3910c107a1f122396f1ecb8096c23e9b46ba353d466b6104f44e2b5ef4c696",TRUE,TRUE,TRUE,"UNCHANGED"
