path,role,bytes,sha256
artifacts/10_figures/prepared_day_showcase.png,unchanged_durable_figure_png,808132,a35e8189bdbdb450411bfe7f71d52964c17e45a7a26fdb44e82776d201b00ff3
artifacts/10_figures/prepared_day_showcase.svg,unchanged_durable_figure_svg,2408619,5ad003220cb1d5a1d2b223af206f4a1e608b4e1fa0e695d656989dde62b0ea4a
artifacts/11_source_data/prepared_day_showcase.csv,unchanged_paired_source_data,3297558,15e12011effbdf8fdbf7835be235b7b50406838278d411df023e924e81bea1e4
_build/nathealth/notebooks/preparation/07_example_days.html,successful_render_with_stopped_visual_gate,297095,9c05cd46796d853dad10e5f3058231946f0c1df3a4678d6272d6aa8141fe47db
_build/nathealth/search.json,rendered_search_index,1600276,43dc3ffa900dbc46c46af6b6f3db97564ce664fd944aaeb67fd16e135c5e0ca2
_build/nathealth/sitemap.xml,rendered_sitemap,5219,f9a768db0eaa6f79294b9f27b15630eecb31293b20e0c9217b1f95b94ea30f60
_build/nathealth/site_libs/bootstrap/bootstrap-a2a938b4dd5711f7a799c87bd16ba44c.min.css,unchanged_shared_stylesheet,498438,b3d78f1077461003efc2b21acc3f81ee6ba80468fe09df310b4c339e2e19133c
_build/nathealth/notebooks/preparation/07_example_days_files/figure-html/fig-example-days-1-1.png,unchanged_generated_figure_1,434021,ad6ee88b1df7a0b2f17d513825d74887cc009b74317ae23d43bb16a14c2d9ad8
_build/nathealth/notebooks/preparation/07_example_days_files/figure-html/fig-example-days-2-1.png,unchanged_generated_figure_2,352019,837d65b0f35f490e2c76ac4e170ebd633a349c4aff821fe82eae2be7ebb6b53d
_build/nathealth/notebooks/preparation/07_example_days_files/figure-html/fig-example-days-3-1.png,unchanged_generated_figure_3,347347,fd6f1cb73718674fdb6544e89bb684be0723bb33378709c399c4b161e1ec5629
audit/preparation_reports/report017_preparation07_prerender_build_inventory.csv,prerender_build_inventory,146516,26fb203b29f411309b5a08341aeedaf17ec7aeec236d2722b59870eeda0ae8ec
audit/preparation_reports/report017_preparation07_postrender_build_inventory.csv,postrender_build_inventory,144227,f181e470d5e7fa699c12de3b96bf96e68da63282bd5af201e8dc21bb43b4ba0b
audit/preparation_reports/report017_preparation07_postqa_build_inventory.csv,postqa_build_inventory,144227,f181e470d5e7fa699c12de3b96bf96e68da63282bd5af201e8dc21bb43b4ba0b
audit/preparation_reports/report017_preparation07_postrender_build_delta.csv,bounded_build_delta,4387,580966255826a0b104a38e4d43be9a7939a7386584173c605badce0940f41a4d
audit/preparation_reports/report017_preparation07_prerender_protected_inventory.csv,prerender_38_path_protected_inventory,6383,5b9cf24c75a593d0d7a46530904c965a92476333bd19dea619ad348538c94949
audit/preparation_reports/report017_preparation07_postrender_protected_inventory.csv,postrender_38_path_protected_inventory,6383,5b9cf24c75a593d0d7a46530904c965a92476333bd19dea619ad348538c94949
audit/preparation_reports/report017_preparation07_postqa_protected_inventory.csv,postqa_38_path_protected_inventory,6383,5b9cf24c75a593d0d7a46530904c965a92476333bd19dea619ad348538c94949
audit/preparation_reports/report017_preparation07_build_symlink_audit.csv,build_symlink_audit,21,ca8b6d442f48a783518fa17c21fde410d9f4da14acfcb0205891593b9fedded4
audit/preparation_reports/report017_preparation07_semantic_checks.csv,semantic_html_checks,2420,5cd0ce50defa82768af8de6da9f58fc5b23e3b8cab24136e6caec4e7f834238c
audit/preparation_reports/report017_preparation07_semantic_table_audit.csv,seven_native_gt_table_audit,1112,4a00379bfb704c048fd5aa512d837a4f7e576af5aa8d50b57a44305965087a50
audit/preparation_reports/report017_preparation07_link_audit.csv,reader_link_and_fragment_audit,17025,1701fb57752200117ae9f2a9f28287738a762cbc3342c4e0058efb3859e87adf
audit/preparation_reports/report017_preparation07_failed_visual_metrics.csv,desktop_and_narrow_visual_metrics,823,2658cc22046f42c42d58cc77560cd74b354848205cdac5f2af4fa5683b071360
audit/preparation_reports/report017_preparation07_browser_warning_error_log.json,browser_warning_error_log,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
audit/preparation_reports/report017_preparation07_loopback_lifecycle.csv,secure_loopback_lifecycle,1159,8576173b7e143fa8c2df173dd39b3916514ea40dee18d7335a98b4e27eb500cf
audit/preparation_reports/report017_preparation07_desktop_viewport.png,desktop_viewport_screenshot,164578,4b9263a4748347ef56ef47b22d21dfa46c446b20c7b12299f8190803df99d889
audit/preparation_reports/report017_preparation07_desktop_full.png,desktop_full_page_screenshot,191171,55c39ffee7ccb28b21dd1775cd5833cf81e7c12c2d4602e4f4ca06e360cf3d16
audit/preparation_reports/report017_preparation07_desktop_mermaid.png,desktop_mermaid_screenshot,28435,1f2e84a6020d244583abb5e4cbff6f7a6dafae3e9d421357545a8ffd3a7269ec
audit/preparation_reports/report017_preparation07_desktop_figure1.png,desktop_figure_1_screenshot,82960,a4ba9e9cb796a0cf92664e812f46168ca3b61abd2416cc87956c03cbfc7a0e2f
audit/preparation_reports/report017_preparation07_desktop_figure2.png,desktop_figure_2_screenshot,61540,62a4aa19ccbd240f7eb2c73a14fcdbe6725f98ccd8e190461c6e76fe4a676525
audit/preparation_reports/report017_preparation07_desktop_figure3.png,desktop_figure_3_screenshot,65819,a580beba9aeb3e50a34ea2d5b0b471205ae9c86a60daa231b2f896292c0c7574
audit/preparation_reports/report017_preparation07_failed_narrow_viewport.png,narrow_unreadable_mermaid_screenshot,97664,a01341a3232828298c462798ed0e96582bf745297d928d3543edd91d4cd6e87a
audit/preparation_reports/report017_preparation07_failed_visual_verification.md,sealed_visual_stop_record,13516,aea0899ecfc8c5325b4015f7f2e2c6c282928f7e4b1067852a265cb3004bed13
