run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,inferential_run,metric_order,metric_id,manuscript_name,response_family,response_transform,effect_scale,additive_converged,additive_positive_definite_hessian,additive_singular,additive_max_gradient,additive_convergence_message,additive_fixed_columns,additive_fixed_rank,additive_fixed_full_rank,additive_fixed_condition_number,interaction_converged,interaction_positive_definite_hessian,interaction_singular,interaction_max_gradient,interaction_convergence_message,interaction_fixed_columns,interaction_fixed_rank,interaction_fixed_full_rank,interaction_fixed_condition_number,residual_n,residual_mean,residual_sd,residual_skewness,residual_qq_correlation,residual_absolute_fitted_spearman,residual_absolute_above_3_fraction,consecutive_day_pairs,participants_with_consecutive_pairs,pooled_consecutive_day_residual_correlation,serial_status,tweedie_power,dispersion,observed_zero_n,observed_zero_fraction,expected_zero_n,expected_zero_fraction,zero_mass_standardized_difference,zero_mass_method,zero_mass_status,fitted_natural_min,fitted_natural_max,fitted_below_lower_n,fitted_above_upper_n,observed_above_audit_threshold_n,prediction_bound_status,participant_random_intercept_sd,additive_fit_warnings,additive_fit_error,interaction_fit_warnings,interaction_fit_error,average_effect_status,interaction_effect_status,diagnostic_status,diagnostic_issues
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,1.9952040020143613e-6,,9,9,TRUE,20.846068973702938,TRUE,TRUE,FALSE,1.958824213943444e-6,,16,16,TRUE,22.220730864898975,902,-1.5830832579792246e-15,0.5338697762294783,-1.1014381077971667,0.971208219093465,-0.21348800275626628,0,733,154,-0.03446025516430424,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,4.085743872901653,619.0522962618599,0,,,PASS,0.33807445061618463,,,,,ESTIMABLE,ESTIMABLE,PASS,
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,1.3217515970609384e-6,,9,9,TRUE,20.846068973702938,TRUE,TRUE,FALSE,5.350386800273554e-7,,16,16,TRUE,22.220730864898975,902,-2.0361268719358816e-16,0.21055570567501217,1.4818562008932228,0.9594735573062254,0.3492776442581177,0,733,154,-0.006514628622930134,PASS_DESCRIPTIVE_CHECK,,,125,0.1385809312638581,,,,not applicable,NOT_APPLICABLE,0.007993085769869679,1.146582201394689,0,,,PASS,0.1982543551390543,,,,,ESTIMABLE,ESTIMABLE,REVIEW_WITH_LIMITATIONS,RESIDUAL_SPREAD_REVIEW
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,TRUE,TRUE,FALSE,,,9,9,TRUE,20.846068973702938,TRUE,TRUE,FALSE,,,16,16,TRUE,22.220730864898975,902,-0.026622368365637025,0.8940706215305957,1.1628707652097394,0.9593646046908733,0.09550323864106293,0.009977827050997782,733,154,-0.05845226140042045,PASS_DESCRIPTIVE_CHECK,1.5067729409511443,0.8015989797407601,85,0.0942350332594235,82.91204209079523,0.0919202240474443,0.24746657569526126,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.15965871041718036,5.202146417726968,0,0,,PASS,,,,,,ESTIMABLE,ESTIMABLE,PASS,
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,TRUE,TRUE,FALSE,,,9,9,TRUE,21.161403069558926,TRUE,TRUE,FALSE,,,16,16,TRUE,22.536126004151317,818,-0.02249405825625655,0.8656107582420096,0.5382625292154928,0.9879904214343427,-0.07852064054842256,0.0024449877750611247,621,152,0.038929123438836144,PASS_DESCRIPTIVE_CHECK,1.4937901365195487,0.7782835749899045,20,0.02444987775061125,18.803809522835788,0.02298754220395573,0.28196334511973703,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.9177897839144341,7.288842928213463,0,,,PASS,,,,,,ESTIMABLE,ESTIMABLE,PASS,
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,TRUE,TRUE,FALSE,7.133849067031406e-6,,9,9,TRUE,20.829516649825564,TRUE,TRUE,FALSE,3.4060576581396163e-6,,16,16,TRUE,22.46734968069109,743,-3.658506128522521e-15,0.7884766847537714,0.44602846150110204,0.992203717135101,-0.06123257184948552,0.004037685060565276,538,144,-0.15174368717538475,PASS_DESCRIPTIVE_CHECK,,,5,0.006729475100942127,,,,not applicable,NOT_APPLICABLE,0.908233322089674,2.7968088841732537,0,0,0,PASS,0.500270854024509,,,,,ESTIMABLE,ESTIMABLE,PASS,
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,TRUE,TRUE,FALSE,,,9,9,TRUE,20.581330070726963,TRUE,TRUE,FALSE,,,16,16,TRUE,21.95714562227948,861,-0.009075749199584354,0.8654859920723992,-0.9783172997294756,0.9643255321161069,-0.06302881883396139,0.015098722415795587,691,152,0.014974565991954472,PASS_DESCRIPTIVE_CHECK,1.045025299605555,0.35670672447199914,4,0.004645760743321719,5.581225891092778e-5,6.482260036112382e-8,535.4136195924882,Analytical compound-Poisson zero probability; no simulation or resampling,REVIEW_ABSOLUTE_STANDARDIZED_DIFFERENCE_AT_LEAST_3.29,4.652705191999518,9.362991196375313,0,,,PASS,,,,,,ESTIMABLE,ESTIMABLE,REVIEW_WITH_LIMITATIONS,ZERO_MASS_REVIEW
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,2.276578925375361e-6,,9,9,TRUE,20.846068973702938,TRUE,TRUE,FALSE,3.0735236578038894e-6,,16,16,TRUE,22.220730864898975,902,5.914214671090773e-17,0.3032090594086731,-0.2769821378077106,0.9963027432098002,-0.03699236620235179,0,733,154,-0.019270292909153646,PASS_DESCRIPTIVE_CHECK,,,27,0.02993348115299335,,,,not applicable,NOT_APPLICABLE,0.18571171327347677,1.5585408674041383,0,0,,PASS,0.16789679812117217,,,,,ESTIMABLE,ESTIMABLE,PASS,
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,6.684786058031023e-7,,9,9,TRUE,21.259184167196295,TRUE,TRUE,FALSE,1.3483258953783661e-6,,16,16,TRUE,22.7732235513104,851,2.045563092198607e-15,0.5368134363710553,-1.3852163574710457,0.9633096821250438,-0.08133985692595355,0.0011750881316098707,655,154,-0.03810622378892257,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,607.8039869113528,32997.312032450995,0,,,PASS,0.2977672961891435,,,,,ESTIMABLE,ESTIMABLE,PASS,
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,1.986109054996632e-5,,9,9,TRUE,23.484114758693632,TRUE,TRUE,FALSE,9.890754881780595e-7,,16,16,TRUE,31.650567438300335,643,-7.888540347987844e-16,0.29254192379357635,-0.8538872561860097,0.9782223562267931,-0.1888321748248768,0,516,112,0.010304619905911038,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,0.31887896426138895,20.182282145971232,0,,,PASS,0.26602165530712485,,,,,ESTIMABLE,ESTIMABLE,PASS,
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,6.318714440567419e-6,,9,9,TRUE,23.484114758693632,TRUE,TRUE,FALSE,9.28821464185603e-7,,16,16,TRUE,31.650567438300335,643,-1.2470368611939526e-15,0.49682282786852655,-1.1755737178405457,0.9667063126730033,-0.2403284076673741,0,516,112,0.008695478897161851,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,2.5585669446135815,602.1487608023077,0,,,PASS,0.35395926240601633,,,,,ESTIMABLE,ESTIMABLE,PASS,
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,6.729550250383909e-7,,9,9,TRUE,23.484114758693632,TRUE,TRUE,FALSE,4.853006885241484e-8,,16,16,TRUE,31.650567438300335,643,-5.1194576485436845e-17,0.1982075313734472,0.7183028510338834,0.9797089516458743,0.4202294432740223,0,516,112,-0.03360405363008436,PASS_DESCRIPTIVE_CHECK,,,109,0.16951788491446346,,,,not applicable,NOT_APPLICABLE,0.005265968236024307,1.3043148421938173,0,,,PASS,0.21514051791405195,,,,,ESTIMABLE,ESTIMABLE,REVIEW_WITH_LIMITATIONS,RESIDUAL_SPREAD_REVIEW
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,TRUE,TRUE,FALSE,,,9,9,TRUE,23.484114758693632,TRUE,TRUE,FALSE,,,16,16,TRUE,31.650567438300335,643,-0.02544573494080666,0.8815454887251417,1.044624319959803,0.9615609595015802,0.1629940716446789,0.004665629860031105,516,112,-0.11892781171181255,PASS_DESCRIPTIVE_CHECK,1.517462748782723,0.8535790856613031,71,0.1104199066874028,70.61813672476156,0.10982602912093527,0.04928590519076268,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.21098603617392492,4.3233783603137335,0,0,,PASS,,,,,,ESTIMABLE,ESTIMABLE,PASS,
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,TRUE,TRUE,FALSE,,,9,9,TRUE,23.44772858443672,TRUE,TRUE,FALSE,,,16,16,TRUE,33.49919716809661,578,-0.02247005857422807,0.8692563883238807,0.5422932268674122,0.9853553947435683,-0.08224534068819817,0,431,110,0.09161225174004953,PASS_DESCRIPTIVE_CHECK,1.4902818676532894,0.8297598060201422,18,0.031141868512110725,16.093544757837904,0.027843503041242015,0.4877462774898745,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.9049690394506873,6.5892521977059575,0,,,PASS,,,,,,ESTIMABLE,ESTIMABLE,PASS,
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,TRUE,TRUE,FALSE,6.400568963726982e-7,,9,9,TRUE,24.00882473260445,TRUE,TRUE,FALSE,7.122480383259244e-6,,16,16,TRUE,36.102677434531046,505,7.242831197282333e-16,0.7381236930759846,0.3464721122208304,0.9954914469755445,-0.11944994321236016,0.0019801980198019802,348,101,-0.21931478461499018,PASS_DESCRIPTIVE_CHECK,,,7,0.013861386138613862,,,,not applicable,NOT_APPLICABLE,0.7621959471926221,2.7305253422173834,0,0,0,PASS,0.571422822940667,,,,,ESTIMABLE,ESTIMABLE,PASS,
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,TRUE,TRUE,FALSE,,,9,9,TRUE,23.39223255196682,TRUE,TRUE,FALSE,,,16,16,TRUE,31.443883392887596,608,-0.012038449003402342,0.8379023795193496,-1.2558211217429613,0.9558901081531213,-0.11138099573517489,0.019736842105263157,480,110,0.012490734299300229,PASS_DESCRIPTIVE_CHECK,1.0831701177899153,0.34528818113163,3,0.004934210526315789,1.3111483385984927e-4,2.1564939779580504e-7,261.9854872660927,Analytical compound-Poisson zero probability; no simulation or resampling,REVIEW_ABSOLUTE_STANDARDIZED_DIFFERENCE_AT_LEAST_3.29,4.1854925145036725,9.664831688287164,0,,,PASS,,,,,,ESTIMABLE,ESTIMABLE,REVIEW_WITH_LIMITATIONS,ZERO_MASS_REVIEW
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,1.427252982466598e-5,,9,9,TRUE,23.484114758693632,TRUE,TRUE,FALSE,1.2494183465605602e-6,,16,16,TRUE,31.650567438300335,643,9.319484876227499e-17,0.3041508074366585,-0.26971569411875473,0.9967560765221714,-0.06802536923446965,0,516,112,0.011377888689690085,PASS_DESCRIPTIVE_CHECK,,,22,0.03421461897356143,,,,not applicable,NOT_APPLICABLE,0.2060798514909881,2.3312630603969495,0,0,,PASS,0.18057965627458786,,,,,ESTIMABLE,ESTIMABLE,PASS,
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,1.3346834748517722e-6,,9,9,TRUE,23.49309006666623,TRUE,TRUE,FALSE,3.276454663136974e-6,,16,16,TRUE,33.1288990553695,598,-2.0221654154209377e-15,0.5366390457769398,-1.7737112521085545,0.9482825348657244,-0.047971418574262424,0.0033444816053511705,447,112,-0.010343686381228342,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,829.7761405548375,23310.754758658528,0,,,PASS,0.30112593503416457,,,,,ESTIMABLE,ESTIMABLE,REVIEW_WITH_LIMITATIONS,RESIDUAL_QQ_REVIEW
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,1.0902567737502977e-6,,9,9,TRUE,23.484114758693632,TRUE,TRUE,FALSE,9.22568688110914e-6,,16,16,TRUE,31.650567438300335,643,-2.386634176964421e-16,0.3175569283144917,-0.6873016920825957,0.9784806688277489,-0.1907143779965328,0,516,112,-0.06787759165684538,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,0.38008560578182793,20.147897300207802,0,,,PASS,0.2785116514740916,,,,,ESTIMABLE,ESTIMABLE,PASS,
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,6.023128662491217e-6,,9,9,TRUE,23.484114758693632,TRUE,TRUE,FALSE,9.132463674177416e-6,,16,16,TRUE,31.650567438300335,643,-7.239974992428242e-16,0.540823691097448,-1.0911309016705217,0.9712628483543034,-0.23988142588699116,0,516,112,-0.04603402269453599,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,2.773603716950142,708.6109204901692,0,,,PASS,0.3794417829136573,,,,,ESTIMABLE,ESTIMABLE,PASS,
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,TRUE,TRUE,FALSE,8.762555125940708e-6,,9,9,TRUE,23.484114758693632,TRUE,TRUE,FALSE,1.0117275905940915e-5,,16,16,TRUE,31.650567438300335,643,-1.723608296006318e-16,0.21557956692172273,1.8220912308274029,0.9440192785230203,0.39511010440628347,0,516,112,-0.044085149950244984,PASS_DESCRIPTIVE_CHECK,,,109,0.16951788491446346,,,,not applicable,NOT_APPLICABLE,0.00885459280209977,1.152073108951256,0,,,PASS,0.2038713034604082,,,,,ESTIMABLE,ESTIMABLE,REVIEW_WITH_LIMITATIONS,RESIDUAL_QQ_REVIEW | RESIDUAL_SPREAD_REVIEW
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,TRUE,TRUE,FALSE,,,9,9,TRUE,23.484114758693632,TRUE,TRUE,FALSE,,,16,16,TRUE,31.650567438300335,643,-0.02759232423680982,0.8719902865809935,1.0107191115751524,0.9657412338602102,0.12179692933155324,0.006220839813374806,516,112,-0.08009524567746935,PASS_DESCRIPTIVE_CHECK,1.4941222596358916,0.8090497057870671,73,0.11353032659409021,70.53131872543435,0.10969100890425247,0.32194157624693026,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.16109561950755286,5.284880384060098,0,0,,PASS,,,,,,ESTIMABLE,ESTIMABLE,PASS,
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,TRUE,TRUE,FALSE,,,9,9,TRUE,23.44772858443672,TRUE,TRUE,FALSE,,,16,16,TRUE,33.49919716809661,578,-0.022255313448114853,0.8619097252569506,0.5362449282634977,0.9882091172858858,-0.06470506198590399,0.0017301038062283738,431,110,0.05026780351484926,PASS_DESCRIPTIVE_CHECK,1.4706224763965068,0.7962378092540418,20,0.03460207612456748,17.05865430183371,0.029513242736736608,0.7311846648453565,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.9677181645888907,7.335890581413905,0,,,PASS,,,,,,ESTIMABLE,ESTIMABLE,PASS,
