run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,inferential_run,metric_order,metric_id,manuscript_name,response_family,response_transform,effect_scale,site,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,effect_type,interval_method,slope_status,display_order,display_name,color_hex
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,THUAS,-0.034422978889429794,0.029232644820935884,-0.09171790991131545,0.02287195213245586,0.9237980073086267,0.8096216071575194,1.0540760656124042,0.6446176490457697,0.3103826381114372,1.338773057635092,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,BAUA,0.010301720669661485,0.01709718479092881,-0.023208145757584946,0.04381158709690792,1.0240041593211744,0.947964020546426,1.1061437940467818,1.1404332949130256,0.7437561626389222,1.748675393198171,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,MPI,-0.015953425576353666,0.014701640913108813,-0.04476811227968748,0.012861261126980151,0.9639323917077269,0.9020526521270871,1.0300570078613016,0.8158692575707643,0.5649263138842707,1.1782822451167179,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,TUM,0.007642936449945592,0.038832844665363395,-0.068468040511405,0.08375391341129619,1.0177542777500377,0.854145701211383,1.2127014962546259,1.1024036636846148,0.41753990223390247,2.910605264798055,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,FUSPCEU,-0.04019431655389706,0.016952792095205702,-0.07342117849789555,-0.006967454609898574,0.9116028692568742,0.8444594916704121,0.9840848488700604,0.5988663383760261,0.3919750204282242,0.9149585370213172,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,IZTECH,-0.012524700350370378,0.01625128031316092,-0.044376624466830585,0.019327223766089828,0.9715726921405639,0.9028661596658757,1.045507671328154,0.8523444927422353,0.5677544989970126,1.2795867502440366,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,UCR,0.03263091425167181,0.03888822843953695,-0.04358861291238685,0.10885044141573047,1.0780301674326747,0.9045058646436434,1.2848441202233478,1.5162473542074575,0.5734902549785101,4.008797044384413,ratio,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,KNUST,0.027219872055714002,0.02507594184034174,-0.02192807082977684,0.07636781494120484,1.064681902692256,0.9507622487461294,1.1922513282530218,1.4151215546870595,0.7560003350987693,2.6488996387525283,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,RISE,0.009629243848481486,0.010077310840844018,-0.010121922460587834,0.029380410157550805,1.0224197823034717,0.9769629129722041,1.06999170323185,1.1306924019409612,0.8788730864013397,1.454664305448086,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,THUAS,0.009740241517340476,0.015644408466262697,-0.020922235635967904,0.04040271867064886,1.022681127360544,0.9529667860895438,1.0974954253664402,1.132294461885361,0.7657626051397852,1.6742665936034071,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,BAUA,0.004232493351888622,0.00915735257578217,-0.013715587890379521,0.022180574594156767,1.0097933198472973,0.9689121727287014,1.0523993582788236,1.0554735089352947,0.839494456206157,1.3270180878843223,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,MPI,0.004395770504063759,0.007859114360519939,-0.011007810592936856,0.01979935160106437,1.0101730326497662,0.9749721031204321,1.0466448759167992,1.0576740933714117,0.8689974188918215,1.2873162376196856,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,TUM,-0.0028806205206207995,0.020810141019677958,-0.043667747432389215,0.03790650639114762,0.9933890750835056,0.9043410660574451,1.0912053997474647,0.9639218439260431,0.5729116451899234,1.6217951389166931,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,FUSPCEU,-0.011269913995939223,0.009069738128651101,-0.029046274077305083,0.006506446085426637,0.9743838699744987,0.9353060119820114,1.0150944331626308,0.8660968827436899,0.6903801219674107,1.086537381987001,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,IZTECH,0.009889354625275529,0.008714674764319948,-0.007191094049771647,0.026969803300322705,1.0230323207326728,0.9835782259718554,1.0640690304317757,1.134450226016612,0.9123521228229637,1.4106146992095858,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,UCR,-0.041871127468916434,0.020661559050734538,-0.08236703907280371,-0.0013752158650291654,0.9080899567869853,0.8272427333498833,0.9968384566862213,0.586193013132254,0.3497033171442408,0.9826107783339623,ratio,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,KNUST,1.1532720850516293e-4,0.013384656843366802,-0.026118118149921328,0.026348772566931654,1.0002655859728318,0.9416334589634809,1.06254852454258,1.0014721911604756,0.7166544380927954,1.3994841814373837,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,RISE,-0.0788698083222658,0.033124758505594994,-0.1437931419898188,-0.013946474654712812,0.9241602345846632,0.866066882402857,0.9861503268869969,0.646019139429934,0.4508633166184136,0.9256480026806155,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,THUAS,-0.04747167164647357,0.049598743181171245,-0.14468342196002076,0.04974007866707363,0.9536374877298734,0.8652961835243903,1.0509978840997747,0.768753057241042,0.4486451292760442,1.3172577265490102,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,BAUA,0.0030490867701938266,0.029053014857750813,-0.05389377599330483,0.05999194953369248,1.0030537399633879,0.9475327518816057,1.0618279983004264,1.0170349212386773,0.741883604118349,1.3942349248278527,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,MPI,-0.033119437924924965,0.02670511672923727,-0.08546050491716808,0.019221629067318148,0.9674230056920861,0.9180894023551153,1.0194075539282859,0.8323715201276701,0.6228574770825515,1.11236097022533,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,TUM,0.03202347764010295,0.06970416611734861,-0.10459417752229742,0.1686411328025033,1.0325417466640718,0.9006899686628586,1.1836952732879442,1.1941145569185472,0.5602147721966148,2.545290923789379,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,FUSPCEU,0.01088217458514962,0.03141427768705841,-0.05068867828182507,0.07245302745212431,1.010941600813574,0.9505745589767417,1.0751423027307403,1.0621397548536635,0.7551739294013428,1.4938821573659509,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,IZTECH,-0.04403206472936082,0.030498489785294538,-0.10380800629140081,0.01574387683267918,0.9569232734953289,0.9013983436196992,1.0158684646344898,0.7835420025774066,0.5626599758217539,1.0911351370005802,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,UCR,0.10487760570391588,0.07598450265128742,-0.04404928287579565,0.2538044942836274,1.1105746740314826,0.956906797192125,1.2889197884467531,1.787834648274423,0.7834672673746078,4.079752738466637,ratio,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,KNUST,-0.03758704117331314,0.044399358897213935,-0.12460818554852043,0.04943410320189415,0.9631105837971291,0.8828427453730908,1.050676353725996,0.8120233297267008,0.5014208770509844,1.3150267932569395,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,RISE,-0.03448466305676291,0.02734389367959278,-0.08807770986585715,0.01910838375233133,0.9661031566421425,0.9156897158334256,1.0192921173351914,0.8260999330040599,0.6138918829610072,1.1116633372275084,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,THUAS,-0.013863427554376105,0.04390132847558152,-0.09990845023997857,0.07218159513122635,0.9862322272128862,0.9049202594764383,1.0748505139624573,0.9260739613861576,0.5749473165105983,1.4916375071760886,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,BAUA,-0.0016816840073962738,0.02472100700881653,-0.050133967406238905,0.04677059939144636,0.9983197292308363,0.9511019992975781,1.047881596829347,0.9907270009563657,0.7574981555685881,1.2957655186463624,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,MPI,-0.03571303695594814,0.022335426605179717,-0.07948966868143809,0.00806359476954182,0.964917149319953,0.9235875617966373,1.0080961931108745,0.8204974110183451,0.6438045611065167,1.045683802442686,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,TUM,0.006796545106015069,0.05719309746313792,-0.10529986608602435,0.11889295629805449,1.0068196940332301,0.900054586269922,1.1262493539354816,1.0383695836121731,0.5580289428761954,1.9321782605282007,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,FUSPCEU,-0.00489409760398615,0.02500050540488426,-0.05389418779285825,0.04410599258488594,0.99511785897818,0.9475323616881219,1.0450931211394956,0.9732517255886217,0.7418819116584017,1.2767785633751578,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,IZTECH,-0.02720917535832768,0.024915218363590726,-0.07604210601791647,0.02162375530126111,0.9731576596307587,0.9267771828411561,1.0218592430110915,0.860076028803301,0.6562187215181047,1.1272625285830828,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,UCR,0.06215664621735423,0.06130430420671324,-0.05799758212509101,0.18231087455979947,1.0641290234591982,0.9436522290670877,1.1999871813874796,1.4110553476240328,0.7252075808027029,2.745527276279348,ratio,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,KNUST,-0.04191978637012585,0.038397496692251315,-0.11717749698343426,0.03333792424318256,0.958946698083036,0.8894273084875585,1.0338998600437292,0.7927646190561393,0.5224925110703451,1.2028416253082175,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,RISE,0.024806799800897283,0.030589612288848118,-0.035147738586288856,0.08476133818808343,0.024806799800897283,-0.035147738586288856,0.08476133818808343,0.1374257109623743,-0.19471286109890362,0.4695642830236523,difference,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,THUAS,0.019636873041651088,0.053353865110747814,-0.08493478101142274,0.12420852709472491,0.019636873041651088,-0.08493478101142274,0.12420852709472491,0.10878514199679926,-0.47052512857809836,0.6880954125716968,difference,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,BAUA,-0.03830179238947952,0.027791454630939846,-0.0927720425441005,0.01616845776514146,-0.03830179238947952,-0.0927720425441005,0.01616845776514146,-0.21218581568377431,-0.5139423063991307,0.08957067503158213,difference,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,MPI,-0.029883809437628136,0.02353244507966437,-0.07600655426193709,0.01623893538668082,-0.029883809437628136,-0.07600655426193709,0.01623893538668082,-0.1655515339016688,-0.4210641776078336,0.08996110980449601,difference,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,TUM,0.05939530027433609,0.060971875295882966,-0.060107379375461935,0.17889797992413412,0.05939530027433609,-0.060107379375461935,0.17889797992413412,0.32904048218783544,-0.33298528673816397,0.9910662511138348,difference,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,FUSPCEU,0.06621823784713238,0.027456141634283174,0.012405189089506677,0.12003128660475808,0.06621823784713238,0.012405189089506677,0.12003128660475808,0.36683846718868635,0.0687227673029586,0.6649541670744141,difference,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,IZTECH,0.02200104645445236,0.026637080020053567,-0.030206671038164074,0.0742087639470688,0.02200104645445236,-0.030206671038164074,0.0742087639470688,0.12188228530832007,-0.16734013562991334,0.4111047062465535,difference,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,UCR,0.13346976901576402,0.06552715848644133,0.005038898373090878,0.26190063965843713,0.13346976901576402,0.005038898373090878,0.26190063965843713,0.7394012144328184,0.027914692622468686,1.4508877362431678,difference,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,KNUST,0.0014295781077634795,0.04245045144251895,-0.08177177784704003,0.08463093406256698,0.0014295781077634795,-0.08177177784704003,0.08463093406256698,0.0079196345120073,-0.4530025959608193,0.4688418649848339,difference,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,RISE,-0.005462001255559619,0.008817575603090648,-0.02274413186857633,0.01182012935745709,0.9945528883519453,0.977512566091594,1.0118902631442122,0.9701945941771012,0.8816158519279849,1.0676731237443298,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,THUAS,0.00524015108521486,0.014405130546009481,-0.022993385977561516,0.03347368814799124,1.0052539046900744,0.9772689474306484,1.0340402358546785,1.0294550664309228,0.8803993321918936,1.2037466352476793,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,BAUA,7.741476948291883e-4,0.008077423459346462,-0.015057311373368807,0.016605606763027185,1.000774447424496,0.9850554831026972,1.0167442461851546,1.0042978640913947,0.9199691874569043,1.0963565014679209,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,MPI,-0.0018295132817706056,0.006887629772532555,-0.015329019574780212,0.011669993011239003,0.9981721592575203,0.9847878718068312,1.0117383530412292,0.9899159766421767,0.9185854730374278,1.0667854756848598,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,TUM,-0.015258672713247993,0.018388583148150513,-0.051299633410343146,0.020782287983847163,0.9848571509796455,0.949993977947434,1.0209997435261786,0.9189435250980341,0.7526222929005774,1.1220199166106226,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,FUSPCEU,0.007122519214713637,0.007810689112048789,-0.008186150139341118,0.02243118856876839,1.0071479446833125,0.991847265144699,1.0226846593480694,1.040246411761221,0.9556629747025485,1.1323161259008747,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,IZTECH,-0.008027312292754819,0.007650001337971292,-0.023021039396861773,0.006966414811352134,0.9920048205409858,0.9772419229763369,1.0069907367250575,0.9565042673462383,0.8802644692812981,1.0393472023226666,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,UCR,0.03284331270064111,0.018858275389841774,-0.004118227873986802,0.06980485327526902,1.0333886076852012,0.9958902403976784,1.0722989052158285,1.1995502676033012,0.9774439538072236,1.4721261908700112,ratio,wald_normal,PASS,8,San José (CR),#44AA99
